所管,組織,,,,,,,,,                        項目,令和2年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,016,2,12,5,14,,情報収集衛星システム開発等委託費,"44,450,057","45,261,518","△ 811,461"
,,004,,,,,,,情報収集衛星施設費,,"3,475,920","1,950,429","1,525,491"
,,,95,016,1,20,2,08,,施設施工旅費,"4,927","4,897",30
,,,95,016,1,20,3,09,,施設施工庁費,"206,919","229,935","△ 23,016"
,,,95,016,1,20,4,15,,施設整備費,"3,264,074","1,715,597","1,548,477"
,内閣法制局,,,,,,,,,,"1,222,263","1,099,748","122,515"
,,011,,,,,,,内閣法制局,,"1,222,263","1,099,748","122,515"
,,,95,016,2,11,1,02,,職員基本給,"490,513","478,505","12,008"
,,,95,016,2,11,1,03,,職員諸手当,"281,327","273,828","7,499"
,,,95,016,2,11,1,04,,超過勤務手当,"73,476","72,378","1,098"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"3,663","7,410","△ 3,747"
,,,95,089,2,11,1,05,,児童手当,"4,985","5,580",△ 595
,,,95,016,2,12,9,06,,諸謝金,"1,616","1,616",0
,,,95,016,2,12,2,08,,職員旅費,"2,165",760,"1,405"
,,,95,016,2,12,3,09,,庁費,"120,351","120,588",△ 237
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,479","1,453",26
,,,95,016,2,12,3,09,,情報処理業務庁費,"239,390","134,206","105,184"
,,,95,016,2,12,3,09,,各所修繕,"2,886","2,935",△ 49
,,,95,199,2,13,3,09,,自動車重量税,92,149,△ 57
,,,95,016,2,12,9,17,,交際費,320,340,△ 20
,人事院,,,,,,,,,,"9,131,801","12,314,592","△ 3,182,791"
,,021,,,,,,,人事院,,"9,098,361","12,276,187","△ 3,177,826"
,,,95,016,2,11,1,02,,職員基本給,"3,210,681","3,277,462","△ 66,781"
,,,95,016,2,11,1,03,,職員諸手当,"1,747,725","1,777,654","△ 29,929"
,,,95,016,2,11,1,04,,超過勤務手当,"351,941","349,277","2,664"
,,,95,016,2,11,1,05,,委員手当,"2,487","2,487",0
,,,95,016,2,11,1,05,,非常勤職員手当,"5,238","6,717","△ 1,479"
,,,95,016,2,11,1,05,,休職者給与,"14,427","14,929",△ 502
,,,95,016,2,11,1,05,,短時間勤務職員給与,"95,732","97,320","△ 1,588"
,,,95,016,2,15,1,05,,公務災害補償費,213,479,△ 266
,,,95,016,2,11,1,05,,退職手当,"604,043","969,060","△ 365,017"
,,,95,089,2,11,1,05,,児童手当,"25,820","27,755","△ 1,935"
,,,95,016,2,12,9,06,,諸謝金,"85,223","92,518","△ 7,295"
,,,95,016,2,12,2,08,,職員旅費,"151,463","146,838","4,625"
,,,95,016,2,12,2,08,,外国留学旅費,"130,127","137,400","△ 7,273"
,,,95,016,2,12,2,08,,赴任旅費,"11,460","11,621",△ 161
,,,95,016,2,12,2,08,,講師等旅費,"10,004","9,184",820
,,,95,016,2,12,2,08,,外国人招へい旅費,"3,917","4,184",△ 267
,,,95,016,2,12,2,08,,証人等旅費,67,66,1
,,,95,016,2,12,3,09,,庁費,"549,737","542,115","7,622"
,,,95,016,2,12,3,09,,研修所庁費,"188,670","167,021","21,649"
,,,95,016,2,12,3,09,,任用試験費,"442,505","437,029","5,476"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,866","1,849",17
,,,95,016,2,12,3,09,,情報処理業務庁費,"347,448","3,068,486","△ 2,721,038"
,,,95,016,2,12,3,09,,招へい外国人滞在費,"1,039","1,138",△ 99
,,,95,016,2,12,3,09,,各所修繕,"30,950","31,303",△ 353
,,,95,199,2,13,3,09,,自動車重量税,142,29,113
,,,95,016,2,12,3,09,,通信専用料,0,"4,311","△ 4,311"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"867,674","878,893","△ 11,219"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"205,008","206,593","△ 1,585"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,0,298,△ 298
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"12,190","11,610",580
,,,95,016,2,72,5,16,,国際人事管理機関連合会分担金,59,59,0
,,,95,016,2,12,9,17,,交際費,485,482,3
,,,95,016,2,95,9,18,,賠償償還及払戻金,20,20,0
,,022,,,,,,,人事院施設費,,"33,440","38,405","△ 4,965"
,,,95,016,1,20,4,15,,施設整備費,"33,440","38,405","△ 4,965"
内閣府,内閣本府,,,,,,,,,,"478,960,359","635,753,755","△ 156,793,396"
,,001,,,,,,,内閣本府共通費,,"29,000,507","35,196,317","△ 6,195,810"
,,,95,016,2,11,1,02,,職員基本給,"6,738,294","6,495,073","243,221"
,,,95,016,2,11,1,03,,職員諸手当,"3,603,451","3,483,636","119,815"
,,,95,016,2,11,1,04,,超過勤務手当,"1,001,645","975,419","26,226"
,,,95,016,2,11,1,05,,委員手当,"204,258","200,258","4,000"
,,,95,016,2,11,1,05,,非常勤職員手当,"695,197","697,400","△ 2,203"
,,,95,016,2,11,1,05,,休職者給与,"137,910","137,641",269
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"29,760","30,165",△ 405
,,,95,016,2,11,1,05,,短時間勤務職員給与,"280,562","251,144","29,418"
,,,95,016,2,15,1,05,,公務災害補償費,"42,181","42,593",△ 412
,,,95,016,2,11,1,05,,退職手当,"2,272,215","2,303,653","△ 31,438"
,,,95,089,2,11,1,05,,児童手当,"60,060","59,010","1,050"
,,,95,016,2,12,9,06,,諸謝金,"159,446","159,083",363
,,,95,016,2,95,9,06,,みどりの学術賞賞金,"2,000","2,000",0
,,,95,016,2,95,9,06,,褒賞金,"15,000","15,000",0
,,,95,199,2,60,9,06,,拉致被害者等給付金及滞在援助金,"277,000","268,246","8,754"
,,,95,016,2,95,9,06,,野口英世アフリカ賞賞金,0,"100,000","△ 100,000"
,,,95,016,2,95,9,07,,報償費,0,"45,168","△ 45,168"
,,,95,016,2,12,2,08,,職員旅費,"200,841","216,405","△ 15,564"
,,,95,059,2,12,2,08,,災害検査旅費,325,328,△ 3
,,,95,016,2,12,2,08,,外国留学旅費,"33,729","29,527","4,202"
,,,95,016,2,12,2,08,,赴任旅費,"41,878","41,859",19
,,,95,016,2,12,2,08,,委員等旅費,"150,348","150,482",△ 134
,,,95,016,2,12,2,08,,外国人招へい旅費,"20,331","20,023",308
,,,95,016,2,12,3,09,,庁費,"2,955,296","5,614,932","△ 2,659,636"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"2,720","2,720",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"3,336,509","3,140,427","196,082"
,,,95,016,2,12,3,09,,消費税転嫁等対策業務庁費,"171,708","175,073","△ 3,365"
,,,95,016,2,12,3,09,,消費者政策業務庁費,"38,361","38,366",△ 5
,,,95,016,2,12,3,09,,土地建物借料,"430,037","487,030","△ 56,993"
,,,95,016,2,12,3,09,,各所修繕,"76,770","78,145","△ 1,375"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"1,054,314","1,029,807","24,507"
,,,95,199,2,13,3,09,,自動車重量税,"1,161","1,518",△ 357
,,,95,016,2,12,3,09,,移転費,0,"6,944","△ 6,944"
,,,95,016,2,12,5,14,,拉致被害者等生活相談等事務委託費,"94,770","94,566",204
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,0,"4,131,762","△ 4,131,762"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"3,784,703","3,639,520","145,183"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"985,934","968,356","17,578"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,256,250,6
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"54,568","51,324","3,244"
,,,95,016,2,72,5,16,,政府開発援助世界保健機関拠出金,"35,505",0,"35,505"
,,,95,016,2,12,9,17,,交際費,"10,334","10,334",0
,,,95,016,2,95,9,18,,賠償償還及払戻金,"1,130","1,130",0
,,002,,,,,,,内閣本府施設費,,"2,984,305","2,499,261","485,044"
,,,95,016,1,20,2,08,,施設施工旅費,"3,485","3,471",14
,,,95,016,1,20,3,09,,施設施工庁費,"436,003","627,601","△ 191,598"
,,,95,016,1,20,4,15,,施設整備費,"2,544,817","1,868,189","676,628"
,,003,,,,,,,公文書等管理政策費,,"49,945","51,673","△ 1,728"
,,,95,016,2,12,9,06,,諸謝金,"15,939","17,538","△ 1,599"
,,,95,016,2,12,2,08,,職員旅費,"13,777","14,132",△ 355
,,,95,016,2,12,2,08,,委員等旅費,"1,077",500,577
,,,95,016,2,12,3,09,,庁費,"19,152","19,503",△ 351
,,004,,,,,,,独立行政法人国立公文書館運営費,,"2,365,019","2,044,380","320,639"
,,,95,191,2,30,5,16,,独立行政法人国立公文書館運営費交付金,"2,365,019","2,044,380","320,639"
,,059,,,,,,,独立行政法人国立公文書館施設整備費,,"34,433","56,861","△ 22,428"
,,,95,191,1,30,5,16,,独立行政法人国立公文書館施設整備費補助金,"34,433","56,861","△ 22,428"
,,005,,,,,,,政府広報費,,"8,496,503","8,349,339","147,164"
,,,95,016,2,11,1,05,,非常勤職員手当,"6,779","6,779",0
,,,95,016,2,12,9,06,,諸謝金,"11,140","24,902","△ 13,762"
,,,95,016,2,12,2,08,,職員旅費,"7,434","7,431",3
,,,95,016,2,12,3,09,,情報処理業務庁費,"168,483","157,562","10,921"
,,,95,016,2,12,3,09,,啓発広報費,"7,801,955","7,651,953","150,002"
,,,95,016,2,72,5,16,,国際機関等拠出金,"500,712","500,712",0
,,050,,,,,,,アイヌ政策推進費,,"2,002,985","1,000,000","1,002,985"
,,,95,016,2,12,9,06,,諸謝金,"1,095",0,"1,095"
,,,95,016,2,12,2,08,,職員旅費,"1,890",0,"1,890"
,,,95,199,2,81,5,16,,アイヌ政策推進交付金,"2,000,000","1,000,000","1,000,000"
,,007,,,,,,,経済財政政策費,,"760,723","752,907","7,816"
,,,95,016,2,11,1,05,,非常勤職員手当,"16,455","16,379",76
,,,95,016,2,12,9,06,,諸謝金,"8,231","8,957",△ 726
,,,95,016,2,12,2,08,,職員旅費,"66,864","63,558","3,306"
,,,95,016,2,12,2,08,,委員等旅費,"18,285","18,359",△ 74
,,,95,016,2,12,3,09,,庁費,"33,118","37,747","△ 4,629"
,,,95,016,2,12,3,09,,情報処理業務庁費,"122,839","130,837","△ 7,998"
,,,95,016,2,12,3,09,,経済財政政策運営調査費,"20,472","19,279","1,193"
,,,95,016,2,12,3,09,,経済新生政策調査費,"43,773","32,845","10,928"
,,,95,016,2,12,3,09,,民間資金等活用事業調査費,"142,940","142,583",357
,,,95,016,2,12,3,09,,市民活動促進等調査費,"45,899","48,546","△ 2,647"
,,,95,016,2,12,3,09,,景気動向調査費,"187,469","187,647",△ 178
,,,95,016,2,12,5,14,,経済調査等委託費,"3,378","3,595",△ 217
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"51,000","42,575","8,425"
,,009,,,,,,,地方創生支援費,,"1,379,499","1,318,641","60,858"
,,,95,016,2,11,1,05,,非常勤職員手当,"49,184","57,731","△ 8,547"
,,,95,016,2,12,9,06,,諸謝金,"7,368","3,091","4,277"
,,,95,016,2,12,2,08,,職員旅費,"5,951","3,864","2,087"
,,,95,016,2,12,2,08,,委員等旅費,"11,179","9,046","2,133"
,,,95,016,2,12,3,09,,庁費,"8,299","11,042","△ 2,743"
,,,95,016,2,12,3,09,,情報処理業務庁費,"18,783","22,194","△ 3,411"
,,,95,016,2,12,5,14,,地方創生支援委託費,"574,793","403,080","171,713"
,,,95,016,2,81,5,16,,地方創生支援事業費補助金,"703,942","808,593","△ 104,651"
,,012,,,,,,,科学技術・イノベーション政策費,,"1,116,358","1,133,586","△ 17,228"
,,,95,016,2,11,1,05,,非常勤職員手当,"70,204","69,878",326
,,,95,016,2,12,9,06,,諸謝金,"2,637","2,571",66
,,,95,016,2,12,2,08,,職員旅費,"39,209","39,216",△ 7
,,,95,016,2,12,2,08,,委員等旅費,"22,930","23,476",△ 546
,,,95,016,2,12,2,08,,外国人招へい旅費,"4,193","4,193",0
,,,95,016,2,12,3,09,,庁費,"128,100","128,466",△ 366
,,,95,016,2,12,3,09,,情報処理業務庁費,"8,254","7,956",298
,,,95,016,2,12,3,09,,招へい外国人滞在費,"1,436","1,436",0
,,,95,016,2,12,5,14,,科学技術基礎調査等委託費,"740,052","851,481","△ 111,429"
,,,13,073,2,72,5,16,,国際連合開発計画等拠出金,"93,500",0,"93,500"
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"5,843","4,913",930
,,196,,,,,,,科学技術イノベーション創造推進費,,"55,500,000","55,500,000",0
,,,13,073,2,12,9,99,,(科学技術イノベーション創造推進費),"55,500,000","55,500,000",0
,,006,,,,,,,遺棄化学兵器廃棄処理事業費,,"54,245,901","34,202,731","20,043,170"
,,,95,199,2,11,1,05,,非常勤職員手当,"126,728","121,285","5,443"
,,,95,199,2,12,9,06,,諸謝金,253,284,△ 31
,,,95,199,2,12,2,08,,遺棄化学兵器廃棄処理業務旅費,"73,145","71,010","2,135"
,,,95,199,2,12,2,08,,委員等旅費,94,99,△ 5
,,,95,199,2,12,3,09,,遺棄化学兵器廃棄処理業務庁費,"186,386","184,997","1,389"
,,,95,199,2,12,5,14,,遺棄化学兵器廃棄処理事業等委託費,"53,859,295","33,825,056","20,034,239"
,,013,,,,,,,防災政策費,,"7,808,828","8,093,462","△ 284,634"
,,,95,016,2,11,1,05,,非常勤職員手当,"17,388","17,388",0
,,,95,016,2,12,2,08,,職員旅費,"20,359","20,381",△ 22
,,,95,016,2,12,2,08,,委員等旅費,"3,481","3,531",△ 50
,,,95,016,2,12,3,09,,災害関係調査費,"1,467,502","1,676,341","△ 208,839"
,,,95,016,2,12,3,09,,中央防災通信維持費,"779,774","826,160","△ 46,386"
,,,95,016,2,12,3,09,,各所修繕,"11,796","11,168",628
,,,95,199,2,13,3,09,,自動車重量税,92,57,35
,,,95,053,2,71,5,16,,被災者生活再建支援金補助金,"600,000","600,000",0
,,,95,053,2,81,5,16,,特定地震防災対策施設運営費補助金,"251,228","251,228",0
,,,95,088,2,86,5,16,,災害救助費等負担金,"4,280,000","4,310,000","△ 30,000"
,,,95,088,2,84,5,16,,災害弔慰金等負担金,"140,000","140,000",0
,,,95,016,2,72,5,16,,国際防災戦略事務局拠出金,"87,208","87,208",0
,,,95,088,1,95,9,23,,災害援護貸付金,"150,000","150,000",0
,,193,,,,,,,電源開発促進税財源原子力安全規制対策費エネルギー対策特別会計へ繰入,,"12,836,827","13,470,000","△ 633,173"
,,,63,016,2,30,6,22,,電源開発促進税財源のエネルギー対策特別会計へ繰入,"12,836,827","13,470,000","△ 633,173"
,,015,,,,,,,沖縄政策費,,"33,798,043","31,317,082","2,480,961"
,,,95,016,2,11,1,05,,委員手当,127,127,0
,,,95,016,2,12,9,06,,諸謝金,"2,649","2,076",573
,,,95,016,2,12,2,08,,職員旅費,"10,384","11,816","△ 1,432"
,,,95,016,2,12,2,08,,委員等旅費,"1,150","1,347",△ 197
,,,95,016,2,12,3,09,,庁費,"41,580","45,607","△ 4,027"
,,,95,016,2,12,3,09,,情報処理業務庁費,"11,381","11,296",85
,,,95,016,2,12,3,09,,沖縄安全対策業務庁費,"868,115","868,115",0
,,,95,016,2,12,3,09,,沖縄振興関係調査費,"23,684","19,873","3,811"
,,,95,016,2,12,5,14,,沖縄振興開発調査委託費,"439,150","354,958","84,192"
,,,95,016,2,12,5,14,,鉄軌道等導入課題詳細調査委託費,"100,000","100,000",0
,,,95,199,2,12,5,14,,沖縄型産業中核人材育成事業委託費,"333,623","333,436",187
,,,95,016,2,12,5,14,,交通環境等改善調査委託費,"125,000","125,000",0
,,,95,059,2,12,5,14,,所有者不明土地実態調査等委託費,"70,322","79,807","△ 9,485"
,,,95,199,2,12,5,14,,対馬丸遭難学童遺族特別支出金支給事務委託費,424,410,14
,,,95,059,2,12,5,14,,位置境界明確化調査等委託費,"7,462","7,453",9
,,,95,059,2,81,5,16,,駐留軍用地跡地利用推進事業費補助金,"75,238","74,447",791
,,,95,059,2,81,5,16,,沖縄離島活性化推進事業費補助金,"1,480,000","1,200,000","280,000"
,,,95,199,2,40,5,16,,沖縄離島生活環境基盤整備推進費補助金,"1,069,000",0,"1,069,000"
,,,95,199,2,40,5,16,,沖縄国際物流拠点活用推進事業費補助金,"937,225","938,490","△ 1,265"
,,,95,199,2,82,5,16,,沖縄情報通信技術利活用推進事業費補助金,"326,400",0,"326,400"
,,,95,199,2,81,5,16,,沖縄子供の貧困緊急対策事業費補助金,"1,436,587","1,308,839","127,748"
,,,95,199,2,81,5,16,,沖縄雇用促進・人材育成等推進事業費補助金,"196,206","305,635","△ 109,429"
,,,95,199,2,81,5,16,,沖縄観光防災力強化支援事業費補助金,"950,000","950,000",0
,,,95,199,1,82,5,16,,沖縄製糖業体制強化対策整備費補助金,"1,107,081","1,118,631","△ 11,550"
,,,95,059,2,81,5,16,,対馬丸平和祈念事業推進費補助金,"19,625","19,625",0
,,,13,073,2,30,5,16,,沖縄科学技術大学院大学学園補助金,"16,916,798","17,507,331","△ 590,533"
,,,13,073,1,30,5,16,,沖縄科学技術大学院大学学園施設整備費補助金,"3,432,202","2,114,757","1,317,445"
,,,95,199,2,81,5,16,,不発弾等処理交付金,"2,920,223","2,920,223",0
,,,95,199,2,40,5,16,,沖縄振興開発金融公庫補給金,"695,029","495,029","200,000"
,,,95,099,2,60,5,16,,対馬丸遭難学童遺族特別支出金,"1,378","2,754","△ 1,376"
,,,95,199,1,95,9,24,,沖縄振興開発金融公庫出資金,"200,000","400,000","△ 200,000"
,,187,,,,,,,沖縄振興交付金事業推進費,,"101,356,000","109,333,000","△ 7,977,000"
,,,95,199,2,81,5,16,,沖縄振興特別推進交付金,"52,173,000","56,116,000","△ 3,943,000"
,,,95,199,1,82,5,16,,沖縄振興公共投資交付金,"49,183,000","53,217,000","△ 4,034,000"
,,055,,,,,,,沖縄振興特定事業推進費,,"5,500,000","3,000,000","2,500,000"
,,,95,199,2,81,5,16,,沖縄振興特定事業推進費補助金,"5,500,000","3,000,000","2,500,000"
,,188,,,,,,,沖縄北部連携促進特別振興事業費,,"3,450,000","3,450,000",0
,,,95,059,2,12,2,08,,職員旅費,"2,746","2,746",0
,,,95,059,2,82,5,16,,沖縄北部連携促進特別振興事業費補助金,"3,447,254","3,447,254",0
,,189,,,,,,,沖縄振興推進調査費,,"50,000","50,000",0
,,,95,059,2,12,9,99,,(沖縄振興推進調査費),"50,000","50,000",0
,,022,,,,,,,沖縄教育振興事業費,,"7,996,300","7,996,300",0
,,,14,071,1,82,5,16,,公立学校施設整備費負担金,"2,536,253","3,078,673","△ 542,420"
,,,14,071,1,82,5,16,,学校施設環境改善交付金,"5,460,047","4,917,627","542,420"
,,023,,,,,,,沖縄保健衛生諸費,,"2,187","2,195",△ 8
,,,95,086,2,12,9,06,,諸謝金,672,672,0
,,,95,086,2,12,2,08,,委員等旅費,"1,515","1,523",△ 8
,,197,,,,,,,沖縄国立大学法人施設整備費,,"8,886,767","5,882,470","3,004,297"
,,,13,073,1,30,5,16,,沖縄国立大学法人健康医療拠点施設整備費補助金,"8,886,767","5,882,470","3,004,297"
,,028,,,,,,,沖縄開発事業費,,"110,268,287","96,772,968","13,495,319"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"34,000","35,000","△ 1,000"
,,,41,051,1,20,4,00,,堰堤維持費,"2,518,931","2,547,953","△ 29,022"
,,,41,051,1,20,4,00,,治水営繕宿舎費,"14,000","14,246",△ 246
,,,42,052,1,20,4,00,,道路更新防災対策事業費,"120,000","100,000","20,000"
,,,42,052,1,20,4,00,,地域連携道路事業費,"7,046,000","4,267,000","2,779,000"
,,,42,052,1,20,4,00,,道路交通円滑化事業費,"20,440,000","19,720,000","720,000"
,,,42,052,1,20,4,00,,道路維持管理費,"5,555,000","5,403,000","152,000"
,,,42,052,1,20,4,00,,道路整備営繕宿舎費,"13,000","22,000","△ 9,000"
,,,43,052,1,20,4,00,,港湾改修費,"15,267,942","12,430,368","2,837,574"
,,,43,052,1,20,4,00,,港湾作業船整備費,"16,600","16,600",0
,,,43,052,1,20,4,00,,港湾営繕宿舎費,"29,341","28,815",526
,,,44,052,1,20,4,00,,道路交通安全施設等整備事業費,"2,860,000","1,800,000","1,060,000"
,,,44,052,1,20,4,00,,交通事故重点対策道路事業費,"2,800,000","2,480,000","320,000"
,,,44,052,1,20,4,00,,無電柱化推進事業費,"1,300,000","1,360,000","△ 60,000"
,,,44,052,1,20,4,00,,道路環境営繕宿舎費,"6,000","8,000","△ 2,000"
,,,45,052,1,20,4,00,,国営公園整備費,"1,730,000","895,000","835,000"
,,,45,052,1,20,4,00,,国営公園維持管理費,"1,830,392","1,713,995","116,397"
,,,45,052,1,20,4,00,,国営公園営繕宿舎費,"2,040","2,040",0
,,,46,052,1,20,4,00,,かんがい排水事業費,"6,445,714","6,155,044","290,670"
,,,46,052,1,20,4,00,,国営造成施設管理費,"87,907","44,690","43,217"
,,,46,052,1,20,4,00,,総合農地防災事業費,"29,132","34,819","△ 5,687"
,,,46,052,1,20,4,00,,農業農村整備営繕宿舎費,"70,340","68,280","2,060"
,,,46,052,1,20,4,00,,特定漁港漁場整備費,"97,499",0,"97,499"
,,,41,051,1,20,4,00,,海岸事業調査費,"7,700","7,700",0
,,,41,051,1,20,4,00,,治水事業調査費,"17,000","17,298",△ 298
,,,42,052,1,20,4,00,,道路調査費,"51,000","43,000","8,000"
,,,43,052,1,20,4,00,,港湾事業調査費,"12,000","12,000",0
,,,46,052,1,20,4,00,,農業生産基盤整備事業調査費,"3,197","3,197",0
,,,41,051,1,82,5,00,,治山事業費補助,"329,000","318,000","11,000"
