所管,組織,,,,,,,,                             項目,,"令和元年度
成立予算額(千円)",補正要求,,,"改令和元年度
予算額(千円)"
,,,95,016,2,11,1,05,,非常勤職員手当,"10,667",0,△ 836,△ 836,"9,831"
,,,95,089,2,11,1,05,,児童手当,"1,680",0,△ 735,△ 735,945
,,,95,016,2,81,5,16,,地域少子化対策重点推進交付金,"950,000","1,150,000",0,"1,150,000","2,100,000"
,,,95,016,2,12,9,06,,諸謝金外7目,"281,223",0,0,0,"281,223"
,,213,,,,,,,子ども・子育て支援年金特別会計へ繰入,,"2,283,799,083","15,324,667","△ 42,714,539","△ 27,389,872","2,256,409,211"
,,,06,089,2,71,6,22,,年金特別会計へ繰入,"76,106,172","888,599","△ 991,938","△ 103,339","76,002,833"
,,,05,089,2,71,6,22,,児童手当年金特別会計へ繰入,"1,116,851,904",0,"△ 41,722,601","△ 41,722,601","1,075,129,303"
,,,05,089,2,71,6,22,,子どものための教育・保育給付等年金特別会計へ繰入,"1,045,504,875","14,436,068",0,"14,436,068","1,059,940,943"
,,,05,089,2,71,6,22,,地域子ども・子育て支援事業年金特別会計へ繰入,"45,336,132",0,0,0,"45,336,132"
,総合海洋政策推進事務局,,,,,,,,,,"5,181,547","250,287","△ 2,688","247,599","5,429,146"
,,261,,,,,,,総合海洋政策推進事務局,,"149,646",0,"△ 2,688","△ 2,688","146,958"
,,,95,016,2,11,1,03,,職員諸手当,"8,203",0,"△ 1,568","△ 1,568","6,635"
,,,95,016,2,11,1,05,,委員手当,"2,389",0,"△ 1,120","△ 1,120","1,269"
,,,95,016,2,12,9,06,,諸謝金外7目,"139,054",0,0,0,"139,054"
,,262,,,,,,,有人国境離島政策推進費,,"5,031,901","250,287",0,"250,287","5,282,188"
,,,95,016,2,12,9,06,,諸謝金,"18,165","38,300",0,"38,300","56,465"
,,,95,199,2,81,5,16,,特定有人国境離島地域社会維持推進交付金,"5,000,000","211,987",0,"211,987","5,211,987"
,,,95,016,2,12,2,08,,職員旅費外3目,"13,736",0,0,0,"13,736"
,国際平和協力本部,,,,,,,,,,"613,078",0,"△ 6,688","△ 6,688","606,390"
,,071,,,,,,,国際平和協力本部,,"613,078",0,"△ 6,688","△ 6,688","606,390"
,,,95,016,2,11,1,05,,非常勤職員手当,"38,633",0,"△ 6,688","△ 6,688","31,945"
,,,95,016,2,12,9,06,,諸謝金外12目,"574,445",0,0,0,"574,445"
,日本学術会議,,,,,,,,,,"1,002,832",0,"△ 7,704","△ 7,704","995,128"
,,081,,,,,,,日本学術会議,,"1,002,832",0,"△ 7,704","△ 7,704","995,128"
,,,95,072,2,11,1,02,,職員基本給,"249,066",0,△ 868,△ 868,"248,198"
,,,95,072,2,11,1,03,,職員諸手当,"129,995",0,"△ 2,231","△ 2,231","127,764"
,,,95,072,2,11,1,05,,非常勤職員手当,"11,574",0,"△ 1,544","△ 1,544","10,030"
,,,95,072,2,11,1,05,,短時間勤務職員給与,"13,371",0,"△ 2,341","△ 2,341","11,030"
,,,95,089,2,11,1,05,,児童手当,"2,640",0,△ 175,△ 175,"2,465"
,,,95,072,2,72,5,16,,国際学術連合会議等分担金,"110,699",0,△ 545,△ 545,"110,154"
,,,95,072,2,12,9,06,,諸謝金外13目,"485,487",0,0,0,"485,487"
,官民人材交流センター,,,,,,,,,,"288,876",0,"△ 4,738","△ 4,738","284,138"
,,091,,,,,,,官民人材交流センター,,"288,876",0,"△ 4,738","△ 4,738","284,138"
,,,95,016,2,11,1,02,,職員基本給,"110,986",0,△ 944,△ 944,"110,042"
,,,95,016,2,11,1,03,,職員諸手当,"58,622",0,"△ 2,919","△ 2,919","55,703"
,,,95,089,2,11,1,05,,児童手当,"1,410",0,△ 875,△ 875,535
,,,95,016,2,12,9,06,,諸謝金外7目,"117,858",0,0,0,"117,858"
,沖縄総合事務局,,,,,,,,,,"11,362,614",0,"△ 232,818","△ 232,818","11,129,796"
,,101,,,,,,,沖縄総合事務局,,"5,793,569",0,"△ 89,233","△ 89,233","5,704,336"
,,,95,016,2,11,1,02,,職員基本給,"2,528,461",0,"△ 17,240","△ 17,240","2,511,221"
,,,95,016,2,11,1,03,,職員諸手当,"1,362,747",0,"△ 11,324","△ 11,324","1,351,423"
,,,95,016,2,11,1,05,,委員手当,646,0,△ 34,△ 34,612
,,,95,016,2,11,1,05,,非常勤職員手当,"69,981",0,"△ 2,989","△ 2,989","66,992"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"145,319",0,"△ 51,911","△ 51,911","93,408"
,,,95,089,2,11,1,05,,児童手当,"53,040",0,"△ 5,735","△ 5,735","47,305"
,,,95,016,2,12,9,06,,諸謝金外15目,"1,633,375",0,0,0,"1,633,375"
,,108,,,,,,,沖縄海岸事業調査諸費,,"3,300",0,0,0,"3,300"
,,102,,,,,,,沖縄治水事業工事諸費,,"1,909,503",0,"△ 33,504","△ 33,504","1,875,999"
,,,41,051,1,20,1,02,,職員基本給,"150,627",0,"△ 1,715","△ 1,715","148,912"
,,,41,051,1,20,1,03,,職員諸手当,"92,063",0,△ 505,△ 505,"91,558"
,,,41,051,1,20,1,05,,公務災害補償費,"2,837",0,△ 47,△ 47,"2,790"
,,,41,051,1,20,1,05,,退職手当,"52,471",0,"△ 23,259","△ 23,259","29,212"
,,,41,089,1,20,1,05,,児童手当,"4,020",0,"△ 1,390","△ 1,390","2,630"
,,,41,051,1,20,3,09,,電子計算機借料,"22,594",0,△ 775,△ 775,"21,819"
,,,41,051,1,20,5,16,,国家公務員共済組合負担金,"49,715",0,"△ 5,813","△ 5,813","43,902"
,,,41,051,1,20,9,06,,諸謝金外13目,"1,535,176",0,0,0,"1,535,176"
,,109,,,,,,,沖縄道路整備事業工事諸費,,"1,446,000",0,"△ 60,505","△ 60,505","1,385,495"
,,,42,052,1,20,1,02,,職員基本給,"394,211",0,"△ 11,937","△ 11,937","382,274"
,,,42,052,1,20,1,03,,職員諸手当,"220,596",0,"△ 6,071","△ 6,071","214,525"
,,,42,052,1,20,1,05,,短時間勤務職員給与,"6,776",0,"△ 1,421","△ 1,421","5,355"
,,,42,052,1,20,1,05,,退職手当,"79,675",0,"△ 19,409","△ 19,409","60,266"
,,,42,089,1,20,1,05,,児童手当,"11,390",0,"△ 2,635","△ 2,635","8,755"
,,,42,052,1,20,3,09,,電子計算機借料,"54,871",0,"△ 1,379","△ 1,379","53,492"
,,,42,052,1,20,5,16,,国家公務員共済組合負担金,"126,877",0,"△ 17,653","△ 17,653","109,224"
,,,42,052,1,20,9,06,,諸謝金外13目,"551,604",0,0,0,"551,604"
,,104,,,,,,,沖縄港湾空港整備事業工事諸費,,"986,762",0,"△ 5,604","△ 5,604","981,158"
,,,43,052,1,20,3,09,,電子計算機借料,"29,905",0,△ 905,△ 905,"29,000"
,,,43,052,1,20,5,16,,国家公務員共済組合負担金,"85,947",0,"△ 4,699","△ 4,699","81,248"
,,,43,052,1,20,9,06,,諸謝金外18目,"870,910",0,0,0,"870,910"
,,110,,,,,,,沖縄道路環境整備事業工事諸費,,"138,000",0,"△ 1,613","△ 1,613","136,387"
,,,44,052,1,20,1,02,,職員基本給,"40,070",0,△ 271,△ 271,"39,799"
,,,44,052,1,20,1,03,,職員諸手当,"22,020",0,△ 706,△ 706,"21,314"
,,,44,052,1,20,3,09,,電子計算機借料,"4,203",0,△ 149,△ 149,"4,054"
,,,44,052,1,20,5,16,,国家公務員共済組合負担金,"13,584",0,△ 487,△ 487,"13,097"
,,,44,052,1,20,9,06,,諸謝金外11目,"58,123",0,0,0,"58,123"
,,106,,,,,,,沖縄国営公園事業工事諸費,,"185,965",0,△ 545,△ 545,"185,420"
,,,45,052,1,20,3,09,,電子計算機借料,"5,340",0,△ 58,△ 58,"5,282"
,,,45,052,1,20,5,16,,国家公務員共済組合負担金,"17,489",0,△ 487,△ 487,"17,002"
,,,45,052,1,20,9,06,,諸謝金外15目,"163,136",0,0,0,"163,136"
,,107,,,,,,,沖縄農業生産基盤整備事業工事諸費,,"895,884",0,"△ 41,814","△ 41,814","854,070"
,,,46,052,1,20,1,02,,職員基本給,"287,731",0,"△ 7,842","△ 7,842","279,889"
,,,46,052,1,20,1,03,,職員諸手当,"208,721",0,"△ 1,814","△ 1,814","206,907"
,,,46,052,1,20,1,05,,短時間勤務職員給与,"10,412",0,"△ 6,729","△ 6,729","3,683"
,,,46,052,1,20,1,05,,退職手当,"87,704",0,"△ 21,978","△ 21,978","65,726"
,,,46,089,1,20,1,05,,児童手当,"5,460",0,"△ 1,055","△ 1,055","4,405"
,,,46,052,1,20,5,16,,国家公務員共済組合負担金,"81,353",0,"△ 2,396","△ 2,396","78,957"
,,,46,052,1,20,9,06,,諸謝金外13目,"214,503",0,0,0,"214,503"
,,115,,,,,,,沖縄水産基盤整備事業調査諸費,,"3,631",0,0,0,"3,631"
,宮内庁,,,,,,,,,,"12,326,528",0,"△ 76,391","△ 76,391","12,250,137"
,,111,,,,,,,宮内庁,,"12,326,528",0,"△ 76,391","△ 76,391","12,250,137"
,,,95,016,2,11,1,02,,職員基本給,"4,971,200",0,"△ 44,142","△ 44,142","4,927,058"
,,,95,016,2,11,1,05,,非常勤職員手当,"250,367",0,"△ 5,478","△ 5,478","244,889"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"212,976",0,"△ 26,771","△ 26,771","186,205"
,,,95,016,2,12,9,06,,諸謝金外21目,"6,891,985",0,0,0,"6,891,985"
,公正取引委員会,,,,,,,,,,"11,389,747",0,"△ 88,803","△ 88,803","11,300,944"
,,121,,,,,,,公正取引委員会,,"11,389,747",0,"△ 88,803","△ 88,803","11,300,944"
,,,95,016,2,11,1,02,,職員基本給,"4,087,398",0,"△ 88,803","△ 88,803","3,998,595"
,,,95,016,2,12,9,06,,諸謝金外37目,"7,302,349",0,0,0,"7,302,349"
,警察庁,,,,,,,,,,"342,084,729","23,144,368","△ 1,323,450","21,820,918","363,905,647"
,,131,,,,,,,警察庁共通費,,"94,907,651",0,"△ 1,110,735","△ 1,110,735","93,796,916"
,,,95,014,2,11,1,02,,職員基本給,"37,142,204",0,"△ 463,891","△ 463,891","36,678,313"
,,,95,014,2,11,1,05,,委員手当,"30,217",0,"△ 9,840","△ 9,840","20,377"
,,,95,014,2,11,1,05,,非常勤職員手当,"683,450",0,"△ 81,908","△ 81,908","601,542"
,,,95,014,2,11,1,05,,休職者給与,"90,948",0,"△ 4,081","△ 4,081","86,867"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"524,622",0,"△ 70,353","△ 70,353","454,269"
,,,95,014,2,11,1,05,,退職手当,"9,193,891",0,"△ 317,744","△ 317,744","8,876,147"
,,,95,089,2,11,1,05,,児童手当,"601,140",0,"△ 111,870","△ 111,870","489,270"
,,,95,014,2,11,5,16,,国家公務員共済組合負担金,"15,479,318",0,"△ 51,048","△ 51,048","15,428,270"
,,,95,014,2,12,9,06,,諸謝金外26目,"31,161,861",0,0,0,"31,161,861"
,,132,,,,,,,警察庁施設費,,"12,286,881","3,000,093",0,"3,000,093","15,286,974"
,,,95,014,1,20,3,09,,施設施工庁費,"1,095,673","116,456",0,"116,456","1,212,129"
,,,95,014,1,20,4,15,,警察庁施設費,"9,915,194","2,883,637",0,"2,883,637","12,798,831"
,,,95,014,1,20,2,08,,施設施工旅費外2目,"1,276,014",0,0,0,"1,276,014"
,,133,,,,,,,生活安全警察費,,"149,811",0,0,0,"149,811"
,,134,,,,,,,刑事警察費,,"265,690",0,0,0,"265,690"
,,135,,,,,,,組織犯罪対策費,,"64,229",0,0,0,"64,229"
,,136,,,,,,,交通警察費,,"19,697,239","157,031",0,"157,031","19,854,270"
,,,95,014,1,82,5,16,,都道府県警察施設災害復旧費補助金,0,"157,031",0,"157,031","157,031"
,,,95,014,2,12,9,06,,諸謝金外2目,"19,697,239",0,0,0,"19,697,239"
,,145,,,,,,,交通反則者納金財源交通安全対策特別交付金等交付税及び譲与税配付金特別会計へ繰入,,"56,816,994",0,0,0,"56,816,994"
,,137,,,,,,,警備警察費,,"9,228,245","29,576",0,"29,576","9,257,821"
,,,95,014,2,81,5,16,,千葉県警察成田国際空港警備隊費補助金,"8,223,015","29,576",0,"29,576","8,252,591"
,,,95,014,2,12,9,06,,諸謝金外5目,"1,005,230",0,0,0,"1,005,230"
,,138,,,,,,,皇宮警察本部,,"8,779,230",0,"△ 18,871","△ 18,871","8,760,359"
,,,95,014,2,11,1,05,,短時間勤務職員給与,"54,317",0,"△ 18,871","△ 18,871","35,446"
,,,95,014,2,12,9,06,,諸謝金外13目,"8,724,913",0,0,0,"8,724,913"
,,140,,,,,,,犯罪被害給付費,,"1,347,684",0,0,0,"1,347,684"
,,141,,,,,,,情報技術犯罪対策費,,"575,930",0,0,0,"575,930"
,,142,,,,,,,科学警察研究所,,"2,133,140",0,"△ 39,684","△ 39,684","2,093,456"
,,,13,014,2,20,1,02,,職員基本給,"631,641",0,"△ 24,924","△ 24,924","606,717"
,,,13,014,2,20,1,03,,職員諸手当,"369,646",0,"△ 9,570","△ 9,570","360,076"
,,,13,014,2,20,1,05,,非常勤職員手当,"19,372",0,△ 573,△ 573,"18,799"
,,,13,014,2,20,1,05,,短時間勤務職員給与,"15,646",0,"△ 3,242","△ 3,242","12,404"
,,,13,089,2,20,1,05,,児童手当,"7,740",0,"△ 1,375","△ 1,375","6,365"
,,,13,014,2,20,9,06,,諸謝金外11目,"1,089,095",0,0,0,"1,089,095"
,,143,,,,,,,警察活動基盤整備費,,"135,832,005","19,957,668","△ 154,160","19,803,508","155,635,513"
,,,95,014,2,12,3,09,,情報処理業務庁費,"6,841,318","537,926",0,"537,926","7,379,244"
,,,95,014,2,12,3,09,,警察装備費,"20,964,161","3,817,214",0,"3,817,214","24,781,375"
,,,95,014,2,20,3,09,,車両購入費,"2,877,081","4,805,856",0,"4,805,856","7,682,937"
,,,95,014,2,20,3,09,,警察通信機器整備費,"9,164,797","5,052,939",0,"5,052,939","14,217,736"
,,,95,014,2,12,3,09,,電子計算機等借料,"8,983,052",0,"△ 154,160","△ 154,160","8,828,892"
,,,95,014,2,20,4,15,,航空機購入費,"4,300,817","5,542,259",0,"5,542,259","9,843,076"
,,,95,014,1,82,5,16,,都道府県警察施設災害復旧費補助金,0,"201,474",0,"201,474","201,474"
,,,95,014,2,12,9,06,,諸謝金外13目,"82,700,779",0,0,0,"82,700,779"
,個人情報保護委員会,,,,,,,,,,"3,546,721","46,135","△ 97,253","△ 51,118","3,495,603"
,,221,,,,,,,個人情報保護委員会,,"3,546,721","46,135","△ 97,253","△ 51,118","3,495,603"
,,,95,016,2,11,1,02,,職員基本給,"700,698",0,"△ 48,163","△ 48,163","652,535"
,,,95,016,2,11,1,03,,職員諸手当,"358,874",0,"△ 20,856","△ 20,856","338,018"
,,,95,016,2,11,1,05,,委員手当,"11,994",0,"△ 2,753","△ 2,753","9,241"
,,,95,016,2,11,1,05,,非常勤職員手当,"67,203",0,"△ 24,251","△ 24,251","42,952"
,,,95,089,2,11,1,05,,児童手当,"7,500",0,"△ 1,230","△ 1,230","6,270"
,,,95,016,2,12,3,09,,個人情報保護業務庁費,"463,087","46,135",0,"46,135","509,222"
,,,95,016,2,12,9,06,,諸謝金外15目,"1,937,365",0,0,0,"1,937,365"
,カジノ管理委員会,,,,,,,,,,"2,562,212",0,"△ 611,353","△ 611,353","1,950,859"
,,271,,,,,,,カジノ管理委員会,,"2,562,212",0,"△ 611,353","△ 611,353","1,950,859"
,,,95,016,2,11,1,02,,職員基本給,"480,681",0,"△ 325,422","△ 325,422","155,259"
,,,95,016,2,11,1,03,,職員諸手当,"180,875",0,"△ 162,589","△ 162,589","18,286"
,,,95,016,2,11,1,04,,超過勤務手当,"53,098",0,"△ 34,027","△ 34,027","19,071"
,,,95,016,2,11,1,05,,非常勤職員手当,"79,668",0,"△ 9,762","△ 9,762","69,906"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"16,721",0,"△ 11,798","△ 11,798","4,923"
,,,95,016,2,15,1,05,,公務災害補償費,562,0,△ 374,△ 374,188
,,,95,016,2,11,1,05,,退職手当,"1,078",0,△ 9,△ 9,"1,069"
,,,95,089,2,11,1,05,,児童手当,"3,320",0,"△ 2,090","△ 2,090","1,230"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"90,143",0,"△ 65,282","△ 65,282","24,861"
,,,95,016,2,12,9,06,,諸謝金外11目,"1,656,066",0,0,0,"1,656,066"
,金融庁,,,,,,,,,,"25,580,823","80,212","△ 470,793","△ 390,581","25,190,242"
,,151,,,,,,,金融庁共通費,,"23,534,378",0,"△ 463,836","△ 463,836","23,070,542"
,,,95,016,2,11,1,02,,職員基本給,"8,139,205",0,"△ 116,642","△ 116,642","8,022,563"
,,,95,016,2,11,1,03,,職員諸手当,"4,162,201",0,"△ 122,361","△ 122,361","4,039,840"
,,,95,016,2,11,1,05,,非常勤職員手当,"602,938",0,"△ 47,340","△ 47,340","555,598"
,,,95,016,2,11,1,05,,休職者給与,"26,255",0,"△ 9,689","△ 9,689","16,566"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"28,241",0,"△ 4,519","△ 4,519","23,722"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"103,388",0,"△ 39,194","△ 39,194","64,194"
,,,95,016,2,15,1,05,,公務災害補償費,"12,931",0,△ 328,△ 328,"12,603"
,,,95,016,2,11,1,05,,退職手当,"833,158",0,"△ 29,458","△ 29,458","803,700"
,,,95,089,2,11,1,05,,児童手当,"90,375",0,"△ 7,145","△ 7,145","83,230"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"2,277,873",0,"△ 86,822","△ 86,822","2,191,051"
,,,95,016,2,72,5,16,,証券監督者国際機構等分担金,"57,562",0,△ 338,△ 338,"57,224"
,,,95,016,2,12,9,06,,諸謝金外20目,"7,200,251",0,0,0,"7,200,251"
,,152,,,,,,,金融政策費,,"2,046,445","80,212","△ 6,957","73,255","2,119,700"
,,,95,016,2,11,1,05,,委員手当,"35,090",0,△ 78,△ 78,"35,012"
,,,95,016,2,11,1,05,,非常勤職員手当,"65,868",0,"△ 6,879","△ 6,879","58,989"
,,,95,016,2,12,9,06,,諸謝金,"269,854","32,739",0,"32,739","302,593"
,,,95,016,2,12,3,09,,金融政策業務庁費,"173,046","47,473",0,"47,473","220,519"
,,,50,015,2,12,9,06,,政府開発援助諸謝金外11目,"1,502,587",0,0,0,"1,502,587"
,消費者庁,,,,,,,,,,"11,820,201","2,282,366","△ 122,598","2,159,768","13,979,969"
,,161,,,,,,,消費者庁共通費,,"4,883,900",0,"△ 118,969","△ 118,969","4,764,931"
,,,95,016,2,11,1,02,,職員基本給,"1,808,453",0,"△ 62,838","△ 62,838","1,745,615"
,,,95,016,2,11,1,03,,職員諸手当,"934,879",0,"△ 38,574","△ 38,574","896,305"
,,,95,016,2,11,1,05,,委員手当,"16,996",0,"△ 2,840","△ 2,840","14,156"
,,,95,016,2,11,1,05,,休職者給与,"14,599",0,"△ 5,771","△ 5,771","8,828"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"8,497",0,"△ 4,716","△ 4,716","3,781"
,,,95,016,2,11,1,05,,退職手当,"161,705",0,"△ 1,765","△ 1,765","159,940"
,,,95,089,2,11,1,05,,児童手当,"15,360",0,"△ 2,465","△ 2,465","12,895"
,,,95,016,2,12,9,06,,諸謝金外12目,"1,923,411",0,0,0,"1,923,411"
,,162,,,,,,,消費者政策費,,"3,891,196","1,150,000","△ 3,629","1,146,371","5,037,567"
,,,95,016,2,11,1,05,,非常勤職員手当,"425,467",0,"△ 3,629","△ 3,629","421,838"
,,,95,016,2,81,5,16,,地方消費者行政強化交付金,"2,200,000","1,150,000",0,"1,150,000","3,350,000"
,,,95,016,2,12,9,06,,諸謝金外9目,"1,265,729",0,0,0,"1,265,729"
,,163,,,,,,,独立行政法人国民生活センター運営費,,"3,045,105","1,132,366",0,"1,132,366","4,177,471"
,,,95,191,2,30,5,16,,独立行政法人国民生活センター運営費交付金,"3,045,105","1,132,366",0,"1,132,366","4,177,471"
総務省,総務本省,,,,,,,,,,"16,592,659,156","814,454,608","△ 736,000,975","78,453,633","16,671,112,789"
,,001,,,,,,,総務本省共通費,,"41,889,667","197,450","△ 680,643","△ 483,193","41,406,474"
,,,95,016,2,11,1,02,,職員基本給,"12,816,173",0,"△ 32,313","△ 32,313","12,783,860"
,,,95,016,2,11,1,03,,職員諸手当,"6,958,189",0,"△ 42,882","△ 42,882","6,915,307"
,,,95,016,2,11,1,05,,非常勤職員手当,"123,544",0,"△ 11,504","△ 11,504","112,040"
,,,95,016,2,11,1,05,,休職者給与,"295,126",0,"△ 106,159","△ 106,159","188,967"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"125,557",0,"△ 22,032","△ 22,032","103,525"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"364,387",0,"△ 103,137","△ 103,137","261,250"
,,,95,016,2,11,1,05,,退職手当,"5,447,060",0,"△ 321,687","△ 321,687","5,125,373"
,,,95,016,2,12,3,09,,庁費,"3,310,847","197,450",△ 875,"196,575","3,507,422"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"6,469,961",0,"△ 40,023","△ 40,023","6,429,938"
,,,95,016,2,72,5,16,,アジア地域行政会議等分担金,"1,081",0,△ 31,△ 31,"1,050"
,,,95,016,2,12,9,06,,諸謝金外23目,"5,977,742",0,0,0,"5,977,742"
,,002,,,,,,,総務本省施設費,,"537,413","115,868","△ 4,147","111,721","649,134"
,,,95,016,1,20,2,08,,施設施工旅費,114,57,0,57,171
,,,95,016,1,20,3,09,,施設施工庁費,"49,891",979,0,979,"50,870"
,,,95,016,1,20,4,15,,施設整備費,"487,408","114,832","△ 4,147","110,685","598,093"
,,004,,,,,,,行政管理実施費,,"129,945",0,0,0,"129,945"
,,005,,,,,,,行政評価等実施費,,"299,438",0,0,0,"299,438"
,,006,,,,,,,地方行政制度整備費,,"499,620",0,0,0,"499,620"
,,007,,,,,,,地域振興費,,"2,993,328","105,019",0,"105,019","3,098,347"
,,,95,016,2,12,3,09,,地方振興対策調査費,"1,105,606","105,019",0,"105,019","1,210,625"
,,,95,016,2,12,9,06,,諸謝金外8目,"1,887,722",0,0,0,"1,887,722"
,,008,,,,,,,地方財政制度整備費,,"50,607",0,0,0,"50,607"
,,009,,,,,,,地方交付税交付金,,"15,551,003,600","748,109,000","△ 734,943,000","13,166,000","15,564,169,600"
,,,31,021,2,30,6,22,,交付税及び譲与税配付金特別会計へ繰入,"15,551,003,600","748,109,000","△ 734,943,000","13,166,000","15,564,169,600"
,,010,,,,,,,地方特例交付金,,"434,027,679","34,243,145",0,"34,243,145","468,270,824"
,,,32,021,2,30,6,22,,交付税及び譲与税配付金特別会計へ繰入,"199,082,000",0,0,0,"199,082,000"
,,,32,021,2,30,6,22,,子ども・子育て支援臨時交付金交付税及び譲与税配付金特別会計へ繰入,"234,945,679","34,243,145",0,"34,243,145","269,188,824"
,,011,,,,,,,地方税制度整備費,,"55,073",0,0,0,"55,073"
,,012,,,,,,,選挙制度等整備費,,"57,300,509",0,0,0,"57,300,509"
,,013,,,,,,,電子政府・電子自治体推進費,,"76,461,387","13,572,692","△ 17,386","13,555,306","90,016,693"
,,,95,016,2,12,3,09,,情報処理業務庁費,"42,752,143","119,900","△ 17,386","102,514","42,854,657"
,,,95,016,2,86,5,16,,個人番号カード交付事業費補助金,"14,999,648","5,011,942",0,"5,011,942","20,011,590"
